DateTime,temp,hum,HeatIndex
2015/02/02 02:31:53,69.80,33.00,76.48
2015/02/02 02:41:53,71.60,33.00,76.52
2015/02/02 02:51:54,71.60,33.00,76.52
2015/02/02 03:01:54,69.80,33.00,76.48
2015/02/02 03:11:55,71.60,33.00,76.52
2015/02/02 03:21:55,68.00,34.00,76.78
2015/02/02 03:31:56,71.60,33.00,76.52
2015/02/02 03:41:56,69.80,33.00,76.48
2015/02/02 03:51:57,71.60,33.00,76.52
2015/02/02 04:01:57,71.60,33.00,76.52
2015/02/02 04:11:58,69.80,33.00,76.48
2015/02/02 04:21:58,71.60,33.00,76.52
2015/02/02 04:31:59,68.00,34.00,76.78
2015/02/02 04:41:59,71.60,33.00,76.52
2015/02/02 04:52:00,69.80,33.00,76.48
2015/02/02 05:02:00,69.80,33.00,76.48
2015/02/02 05:12:01,71.60,33.00,76.52
2015/02/02 05:22:01,69.80,33.00,76.48
2015/02/02 05:32:02,71.60,33.00,76.52
2015/02/02 05:42:02,69.80,33.00,76.48
2015/02/02 05:52:03,71.60,33.00,76.52
2015/02/02 06:02:03,71.60,33.00,76.52
2015/02/02 06:12:04,69.80,33.00,76.48
2015/02/02 06:22:04,71.60,33.00,76.52
2015/02/02 06:32:05,68.00,34.00,76.78
2015/02/02 06:42:05,71.60,33.00,76.52
2015/02/02 06:52:06,69.80,33.00,76.48
2015/02/02 07:02:06,71.60,33.00,76.52
2015/02/02 07:12:07,71.60,33.00,76.52
2015/02/02 07:22:07,69.80,33.00,76.48
2015/02/02 07:32:08,71.60,33.00,76.52
2015/02/02 07:42:08,68.00,34.00,76.78
2015/02/02 07:52:09,71.60,33.00,76.52
2015/02/02 08:02:09,69.80,33.00,76.48
2015/02/02 08:12:10,71.60,33.00,76.52
2015/02/02 08:22:10,71.60,33.00,76.52
2015/02/02 08:32:11,69.80,33.00,76.48
2015/02/02 08:42:11,71.60,33.00,76.52
2015/02/02 08:52:12,68.00,34.00,76.78
2015/02/02 09:02:12,71.60,33.00,76.52
2015/02/02 09:12:13,69.80,33.00,76.48
2015/02/02 09:22:13,69.80,33.00,76.48
2015/02/02 09:32:14,71.60,33.00,76.52
2015/02/02 09:42:14,68.00,34.00,76.78
2015/02/02 09:52:15,71.60,33.00,76.52
2015/02/02 10:02:15,69.80,33.00,76.48
2015/02/02 10:12:16,71.60,33.00,76.52
2015/02/02 10:22:16,71.60,33.00,76.52
2015/02/02 10:32:17,69.80,33.00,76.48
2015/02/02 10:42:17,71.60,33.00,76.52
2015/02/02 10:52:18,68.00,34.00,76.78
2015/02/02 11:02:18,71.60,33.00,76.52
2015/02/02 11:12:19,69.80,33.00,76.48
2015/02/02 11:22:19,69.80,33.00,76.48
2015/02/02 11:32:20,71.60,33.00,76.52
2015/02/02 11:42:20,69.80,33.00,76.48
2015/02/02 11:52:21,71.60,33.00,76.52
2015/02/02 12:02:21,69.80,33.00,76.48
2015/02/02 12:12:22,71.60,33.00,76.52
2015/02/02 12:22:22,71.60,33.00,76.52
2015/02/02 12:32:23,69.80,33.00,76.48
2015/02/02 12:42:23,71.60,33.00,76.52
2015/02/02 12:52:24,68.00,34.00,76.78
2015/02/02 13:02:24,71.60,33.00,76.52
2015/02/02 13:12:25,69.80,33.00,76.48
2015/02/02 13:22:25,69.80,33.00,76.48
2015/02/02 13:32:26,71.60,33.00,76.52
2015/02/02 13:42:26,69.80,33.00,76.48
2015/02/02 13:52:27,71.60,33.00,76.52
2015/02/02 14:02:27,69.80,33.00,76.48
2015/02/02 14:12:28,69.80,33.00,76.48
2015/02/02 14:22:28,71.60,33.00,76.52
2015/02/02 14:32:29,69.80,33.00,76.48
2015/02/02 14:42:29,71.60,33.00,76.52
2015/02/02 14:52:30,69.80,33.00,76.48
2015/02/02 15:02:30,71.60,33.00,76.52
2015/02/02 15:12:31,71.60,33.00,76.52
2015/02/02 15:22:31,69.80,33.00,76.48
2015/02/02 15:32:32,71.60,33.00,76.52
2015/02/02 15:42:32,69.80,33.00,76.48
2015/02/02 15:52:33,71.60,33.00,76.52
2015/02/02 16:02:33,69.80,33.00,76.48
2015/02/02 16:12:34,69.80,33.00,76.48
2015/02/02 16:22:34,71.60,33.00,76.52
2015/02/02 16:32:35,69.80,33.00,76.48
2015/02/02 16:42:35,71.60,33.00,76.52
2015/02/02 16:52:36,69.80,33.00,76.48
2015/02/02 17:02:36,71.60,33.00,76.52
2015/02/02 17:12:37,71.60,34.00,76.60
2015/02/02 17:22:37,69.80,33.00,76.48
2015/02/02 17:32:38,71.60,33.00,76.52
2015/02/02 17:42:38,68.00,34.00,76.78
2015/02/02 17:52:39,71.60,33.00,76.52
2015/02/02 18:02:39,69.80,33.00,76.48
